Element_Symbol,Z,A,N,N-Z,BE_A,BE_A_err,MassExcess,MassExcessErr,AtomicMass,AtomicMassErr,BetaDecayE,BetaDecayE_err
Mo,42,67,109,25,8381.477,0.103,-66665.996,11.188,108928431.106,12.01,7616.78,14.787
Tc,43,66,109,23,8444.178,0.089,-74282.775,9.669,108920254.156,10.38,6455.626,12.657
Ru,44,65,109,21,8496.227,0.082,-80738.401,8.954,108913323.756,9.612,4261.054,9.822
Rh,45,64,109,19,8528.142,0.037,-84999.455,4.039,108908749.326,4.336,2607.021,4.187
Pd,46,63,109,17,8544.882,0.01,-87606.476,1.114,108905950.574,1.195,1112.95,1.402
Ag,47,62,109,15,8547.915,0.012,-88719.426,1.287,108904755.773,1.381,-215.105,1.78
Cd,48,61,109,13,8538.764,0.014,-88504.321,1.536,108904986.698,1.649,-2014.809,4.066
In,49,60,109,11,8513.102,0.036,-86489.511,3.969,108907149.685,4.261,-3859.327,8.887
Sn,50,59,109,9,8470.518,0.073,-82630.184,7.949,108911292.843,8.533,-6379.206,8.807
Sb,51,58,109,7,8404.815,0.048,-76250.977,5.265,108918141.204,5.652,-8535.587,6.85
Te,52,57,109,5,8319.33,0.04,-67715.39,4.382,108927304.534,4.704,-10042.894,8.03
I,53,56,109,3,8220.016,0.062,-57672.496,6.729,108938086.025,7.223,-11502.948,300.183
Xe,54,55,109,1,8107.306,2.753,-46169.548,300.108,108950434.948,322.178,,
Zr,40,70,110,30,8177.0,5.0,-42886.0,596.0,109953960.0,640.0,9424.0,1029.0
Nb,41,69,110,28,8255.26,7.621,-52309.909,838.345,109943843.0,900.0,12232.677,838.694
Mo,42,68,110,26,8359.354,0.22,-64542.585,24.223,109930710.68,26.004,6491.925,26.018
Tc,43,67,110,24,8411.259,0.086,-71034.51,9.497,109923741.312,10.195,9038.066,12.509
Ru,44,66,110,22,8486.311,0.081,-80072.576,8.924,109914038.548,9.58,2756.11,19.404
Rh,45,65,110,20,8504.254,0.162,-82828.686,17.805,109911079.742,19.114,5502.218,17.797
Pd,46,64,110,18,8547.162,0.006,-88330.905,0.612,109905172.868,0.657,-873.603,1.378
Ag,47,63,110,16,8532.108,0.012,-87457.302,1.286,109906110.719,1.38,2890.667,1.277
Cd,48,62,110,14,8551.275,0.003,-90347.969,0.38,109903007.46,0.407,-3878.0,11.547
In,49,61,110,12,8508.908,0.105,-86469.969,11.553,109907170.665,12.402,-627.985,17.98
Sn,50,60,110,10,8496.087,0.125,-85841.983,13.777,109907844.835,14.79,-8392.25,15.012
Sb,51,59,110,8,8412.681,0.054,-77449.734,5.962,109916854.286,6.4,-5219.923,8.875
Te,52,58,110,6,8358.115,0.06,-72229.811,6.575,109922458.104,7.058,-11765.635,50.978
I,53,57,110,4,8244.043,0.46,-60464.176,50.552,109935089.033,54.27,-8541.551,112.934
Xe,54,56,110,2,8159.28,0.918,-51922.625,100.988,109944258.765,108.415,,
Zr,40,71,111,31,8128.0,6.0,-37560.0,700.0,110959678.0,751.0,11316.0,760.0
Nb,41,70,111,29,8223.0,3.0,-48875.0,298.0,110947530.0,320.0,11064.0,298.0
Mo,42,69,111,27,8315.292,0.113,-59939.761,12.578,110935652.016,13.502,9084.861,6.8
Tc,43,68,111,25,8390.089,0.095,-69024.622,10.581,110925899.016,11.359,7760.649,13.848
Ru,44,67,111,23,8452.957,0.087,-76785.271,9.682,110917567.616,10.394,5519.181,11.86
Rh,45,66,111,21,8495.631,0.062,-82304.452,6.85,110911642.531,7.354,3681.435,6.887
Pd,46,65,111,19,8521.749,0.007,-85985.888,0.731,110907690.347,0.785,2229.56,1.572
Ag,47,64,111,17,8534.787,0.013,-88215.447,1.459,110905296.816,1.565,1036.8,1.414
Cd,48,63,111,15,8537.079,0.003,-89252.247,0.357,110904183.766,0.383,-860.204,3.417
In,49,62,111,13,8522.282,0.031,-88392.043,3.424,110905107.233,3.675,-2453.456,6.337
Sn,50,61,111,11,8493.13,0.048,-85938.587,5.336,110907741.126,5.728,-5101.851,10.334
Sb,51,60,111,9,8440.12,0.08,-80836.736,8.849,110913218.189,9.5,-7249.259,10.937
Te,52,59,111,7,8367.763,0.058,-73587.477,6.427,110921000.589,6.9,-8633.692,7.994
I,53,58,111,5,8282.934,0.043,-64953.785,4.754,110930269.239,5.103,-10558.252,86.83
Xe,54,57,111,3,8180.766,0.781,-54395.534,86.7,110941603.989,93.076,-11575.0,214.0
Cs,55,56,111,1,8069.0,2.0,-42821.0,196.0,110954030.0,210.0,,
Zr,40,72,112,32,8094.0,6.0,-33810.0,700.0,111963703.0,751.0,10463.0,760.0
Nb,41,71,112,30,8180.0,3.0,-44274.0,298.0,111952470.0,320.0,13190.0,357.0
Mo,42,70,112,28,8291.0,2.0,-57464.0,196.0,111938310.0,210.0,7795.0,196.0
Tc,43,69,112,26,8353.621,0.049,-65258.938,5.515,111929941.644,5.92,10371.881,11.06
Ru,44,68,112,24,8439.242,0.086,-75630.818,9.599,111918806.972,10.305,4100.685,45.118
Rh,45,67,112,22,8468.87,0.394,-79731.503,44.085,111914404.705,47.327,6590.059,43.927
Pd,46,66,112,20,8520.724,0.058,-86321.562,6.544,111907329.986,7.025,262.156,6.978
Ag,47,65,112,18,8516.08,0.022,-86583.718,2.422,111907048.55,2.6,3991.141,2.435
Cd,48,64,112,16,8544.73,0.002,-90574.859,0.25,111902763.883,0.268,-2584.728,4.243
In,49,63,112,14,8514.667,0.038,-87990.131,4.251,111905538.704,4.563,664.925,4.243
Sn,50,62,112,12,8513.618,0.003,-88655.056,0.294,111904824.877,0.315,-7056.091,17.832
Sb,51,61,112,10,8443.632,0.159,-81598.965,17.829,111912399.903,19.14,-4031.457,19.702
Te,52,60,112,8,8400.652,0.075,-77567.508,8.383,111916727.85,9.0,-10504.178,13.239
I,53,59,112,6,8299.879,0.091,-67063.33,10.246,111928004.55,11.0,-7036.991,13.175
Xe,54,58,112,4,8230.064,0.074,-60026.338,8.283,111935559.071,8.891,-13736.062,87.19
Cs,55,57,112,2,8100.435,0.775,-46290.277,86.796,111950305.341,93.178,,
Nb,41,72,113,31,8146.0,4.0,-40511.0,401.0,112956510.0,430.0,11979.0,500.0
Mo,42,71,113,29,8245.0,3.0,-52490.0,300.0,112943650.0,322.0,10322.0,300.0
Tc,43,70,113,27,8329.464,0.03,-62811.541,3.353,112932569.033,3.6,9056.578,37.028
Ru,44,69,113,25,8402.688,0.326,-71868.119,36.875,112922846.396,39.587,6899.417,37.558
Rh,45,68,113,23,8456.821,0.063,-78767.536,7.13,112915439.567,7.653,4823.555,9.881
Pd,46,67,113,21,8492.584,0.061,-83591.092,6.945,112910261.267,7.455,3435.731,18.033
Ag,47,66,113,19,8516.065,0.147,-87026.822,16.643,112906572.858,17.866,2016.462,16.641
Cd,48,65,113,17,8526.987,0.002,-89043.284,0.244,112904408.097,0.262,323.833,0.265
In,49,64,113,15,8522.929,0.002,-89367.117,0.188,112904060.448,0.202,-1038.985,1.573
Sn,50,63,113,13,8506.811,0.014,-88328.132,1.575,112905175.845,1.69,-3911.164,17.121
Sb,51,62,113,11,8465.275,0.152,-84416.968,17.193,112909374.652,18.457,-6069.939,32.81
Te,52,61,113,9,8404.636,0.247,-78347.029,27.945,112915891.0,30.0,-7227.522,29.07
I,53,60,113,7,8333.752,0.071,-71119.507,8.011,112923650.064,8.6,-8915.889,10.533
Xe,54,59,113,5,8247.927,0.061,-62203.618,6.84,112933221.666,7.342,-10439.088,10.97
Cs,55,58,113,3,8148.622,0.076,-51764.53,8.577,112944428.488,9.207,-11980.0,298.0
Ba,56,57,113,1,8036.0,3.0,-39784.0,298.0,112957290.0,320.0,,
Nb,41,73,114,32,8100.0,4.0,-35387.0,503.0,113962010.0,540.0,14420.0,585.0
Mo,42,72,114,30,8220.0,3.0,-49807.0,298.0,113946530.0,320.0,8793.0,526.0
Tc,43,71,114,28,8290.259,3.8,-58600.288,433.145,113937090.0,465.0,11621.524,433.159
Ru,44,70,114,26,8385.34,0.031,-70221.811,3.55,113924613.78,3.811,5488.813,71.643
Rh,45,69,114,24,8426.624,0.628,-75710.625,71.561,113918721.296,76.824,7780.319,71.891
Pd,46,68,114,22,8488.01,0.061,-83490.943,6.945,113910368.78,7.456,1439.856,8.311
Ag,47,67,114,20,8493.778,0.04,-84930.8,4.564,113908823.031,4.9,5084.133,4.573
Cd,48,66,114,18,8531.513,0.002,-90014.932,0.276,113903364.99,0.296,-1445.132,0.382
In,49,65,114,16,8511.973,0.003,-88569.801,0.301,113904916.402,0.323,1989.923,0.302
Sn,50,64,114,14,8522.566,0.0,-90559.723,0.029,113902780.132,0.031,-6063.149,21.838
Sb,51,63,114,12,8462.518,0.192,-84496.574,21.838,113909289.191,23.444,-2608.005,35.466
Te,52,62,114,10,8432.778,0.245,-81888.569,27.945,113912089.0,30.0,-9092.0,152.0
I,53,61,114,8,8346.0,1.0,-72796.0,149.0,113921850.0,160.0,-5710.0,149.0
Xe,54,60,114,6,8289.205,0.098,-67085.89,11.178,113927980.331,12.0,-12403.629,71.976
Cs,55,59,114,4,8173.538,0.624,-54682.261,71.102,113941296.175,76.331,-8776.835,124.892
Ba,56,58,114,2,8089.686,0.901,-45905.426,102.676,113950718.495,110.227,,
Nb,41,74,115,33,8065.0,4.0,-31354.0,503.0,114966340.0,540.0,13395.0,643.0
Mo,42,73,115,31,8175.0,3.0,-44749.0,401.0,114951960.0,430.0,11571.0,885.0
Tc,43,72,115,29,8268.527,6.865,-56319.99,789.441,114939538.0,847.5,9869.744,794.386
Ru,44,71,115,27,8347.547,0.77,-66189.734,88.496,114928942.393,95.004,8040.097,88.79
Rh,45,70,115,25,8410.658,0.064,-74229.831,7.316,114920310.993,7.854,6196.554,15.35
Pd,46,69,115,23,8457.738,0.118,-80426.386,13.546,114913658.718,14.541,4556.268,21.649
Ag,47,68,115,21,8490.555,0.159,-84982.654,18.268,114908767.363,19.611,3101.825,18.274
Cd,48,67,115,19,8510.724,0.006,-88084.479,0.651,114905437.417,0.699,1451.867,0.651
In,49,66,115,17,8516.546,0.0,-89536.346,0.012,114903878.773,0.012,497.489,0.01
Sn,50,65,115,15,8514.069,0.0,-90033.835,0.015,114903344.697,0.016,-3030.432,16.025
Sb,51,64,115,13,8480.915,0.139,-87003.403,16.025,114906598.0,17.203,-4940.644,32.214
Te,52,63,115,11,8431.15,0.243,-82062.759,27.945,114911902.0,30.0,-5724.962,40.184
I,53,62,115,9,8374.564,0.251,-76337.797,28.876,114918048.0,31.0,-7681.049,31.313
Xe,54,61,115,7,8300.97,0.105,-68656.748,12.109,114926293.945,13.0,-8957.0,103.0
Cs,55,60,115,5,8216.0,1.0,-59699.0,102.0,114935910.0,110.0,-10680.0,225.0
Ba,56,59,115,3,8117.0,2.0,-49020.0,200.0,114947375.0,215.0,,
Mo,42,74,116,32,8146.0,4.0,-41500.0,500.0,115955448.0,537.0,9956.0,582.0
Tc,43,73,116,30,8225.0,3.0,-51456.0,298.0,115944760.0,320.0,12613.0,298.0
Ru,44,72,116,28,8326.883,0.032,-64068.909,3.726,115931219.193,4.0,6667.213,73.926
Rh,45,71,116,26,8377.615,0.636,-70736.122,73.832,115924061.645,79.261,9095.512,74.169
Pd,46,70,116,24,8449.28,0.061,-79831.635,7.132,115914297.21,7.656,2711.019,7.842
Ag,47,69,116,22,8465.907,0.028,-82542.653,3.26,115911386.812,3.5,6169.827,3.264
Cd,48,68,116,20,8512.35,0.001,-88712.48,0.16,115904763.23,0.172,-462.731,0.272
In,49,67,116,18,8501.617,0.002,-88249.749,0.22,115905259.992,0.236,3276.221,0.24
Sn,50,66,116,16,8523.116,0.001,-91525.97,0.096,115901742.824,0.103,-4703.82,5.16
Sb,51,65,116,14,8475.821,0.044,-86822.15,5.16,115906792.583,5.539,-1553.189,28.417
Te,52,64,116,12,8455.687,0.241,-85268.961,27.945,115908460.0,30.0,-7776.725,100.553
I,53,63,116,10,8381.902,0.833,-77492.236,96.592,115916808.658,103.695,-4445.512,95.707
Xe,54,62,116,8,8336.834,0.112,-73046.724,13.041,115921581.112,14.0,-11004.0,101.0
Cs,55,61,116,6,8235.0,1.0,-62043.0,100.0,115933395.0,108.0,-7463.0,224.0
Ba,56,60,116,4,8164.0,2.0,-54580.0,200.0,115941406.0,215.0,-13935.0,371.0
La,57,59,116,2,8037.0,3.0,-40645.0,312.0,115956365.0,335.0,,
Mo,42,75,117,33,8100.0,4.0,-36170.0,500.0,116961170.0,537.0,12212.0,641.0
Tc,43,74,117,31,8197.0,3.0,-48382.0,401.0,116948060.0,430.0,11108.0,590.0
Ru,44,73,117,29,8285.562,3.702,-59489.865,433.145,116936135.0,465.0,9407.508,433.236
Rh,45,72,117,27,8359.281,0.076,-68897.373,8.892,116926035.623,9.546,7527.104,11.411
Pd,46,71,117,25,8416.929,0.062,-76424.477,7.252,116917954.944,7.785,5757.537,14.766
Ag,47,70,117,23,8459.452,0.116,-82182.014,13.572,116911773.974,14.57,4236.375,13.61
Cd,48,69,117,21,8488.973,0.009,-86418.389,1.013,116907226.038,1.087,2524.653,4.983
In,49,68,117,19,8503.865,0.042,-88943.042,4.881,116904515.712,5.239,1454.709,4.857
Sn,50,67,117,17,8509.611,0.004,-90397.751,0.483,116902954.017,0.518,-1758.212,8.445
Sb,51,66,117,15,8487.897,0.072,-88639.539,8.437,116904841.535,9.057,-3544.128,13.079
Te,52,65,117,13,8450.919,0.115,-85095.411,13.456,116908646.313,14.446,-4659.334,28.673
I,53,64,117,11,8404.409,0.224,-80436.077,26.196,116913648.314,28.123,-6250.74,28.177
Xe,54,63,117,9,8344.297,0.089,-74185.337,10.378,116920358.76,11.141,-7692.245,63.267
Cs,55,62,117,7,8271.864,0.533,-66493.092,62.41,116928616.726,67.0,-9035.338,258.002
Ba,56,61,117,5,8187.953,2.14,-57457.753,250.34,116938316.561,268.75,-10987.0,321.0
La,57,60,117,3,8087.0,2.0,-46471.0,200.0,116950111.0,215.0,,
Mo,42,76,118,34,8069.0,4.0,-32630.0,500.0,117964970.0,537.0,11159.0,641.0
Tc,43,75,118,32,8157.0,3.0,-43790.0,401.0,117952990.0,430.0,13470.0,448.0
Ru,44,74,118,30,8265.0,2.0,-57260.0,200.0,117938529.0,215.0,7628.0,202.0
Rh,45,73,118,28,8322.858,0.205,-64887.46,24.235,117930340.443,26.017,10501.286,24.342
Pd,46,72,118,26,8405.222,0.021,-75388.746,2.491,117919066.847,2.673,4165.046,3.539
Ag,47,71,118,24,8433.889,0.021,-79553.792,2.515,117914595.487,2.7,7147.849,20.158
Cd,48,70,118,22,8487.834,0.169,-86701.641,20.001,117906921.955,21.471,526.57,21.45
In,49,69,118,20,8485.667,0.066,-87228.211,7.752,117906356.659,8.322,4424.643,7.74
Sn,50,68,118,18,8516.533,0.004,-91652.853,0.499,117901606.609,0.536,-3656.64,2.975
Sb,51,67,118,16,8478.915,0.026,-87996.213,3.016,117905532.174,3.238,-299.63,18.726
Te,52,66,118,14,8469.746,0.157,-87696.584,18.481,117905853.839,19.84,-6725.536,27.056
I,53,65,118,12,8406.12,0.167,-80971.048,19.76,117913074.0,21.213,-2891.991,22.32
Xe,54,64,118,10,8374.981,0.088,-78079.057,10.378,117916178.68,11.141,-9669.689,16.442
Cs,55,63,118,8,8286.404,0.108,-68409.367,12.753,117926559.519,13.69,-6055.0,196.0
Ba,56,62,118,6,8228.0,2.0,-62354.0,196.0,117933060.0,210.0,-12794.0,358.0
La,57,61,118,4,8113.0,3.0,-49560.0,300.0,117946795.0,322.0,,
Tc,43,76,119,33,8128.0,4.0,-40371.0,503.0,118956660.0,540.0,12193.0,585.0
Ru,44,75,119,31,8224.0,3.0,-52564.0,298.0,118943570.0,320.0,10259.0,298.0
Rh,45,74,119,29,8303.394,0.078,-62822.794,9.315,118932556.952,10.0,8585.108,12.44
Pd,46,73,119,27,8368.964,0.069,-71407.902,8.245,118923340.459,8.851,7237.863,16.855
Ag,47,72,119,25,8423.212,0.124,-78645.765,14.703,118915570.293,15.783,5331.303,35.926
Cd,48,71,119,23,8461.438,0.317,-83977.068,37.695,118909846.903,40.467,3722.212,38.088
In,49,70,119,21,8486.143,0.061,-87699.281,7.307,118905850.944,7.844,2365.742,7.336
Sn,50,69,119,19,8499.449,0.006,-90065.022,0.725,118903311.216,0.778,-590.843,7.689
Sb,51,68,119,17,8487.91,0.065,-89474.18,7.701,118903945.512,8.267,-2293.0,2.0
Te,52,67,119,15,8462.066,0.067,-87181.18,7.957,118906407.148,8.541,-3415.65,29.055
I,53,66,119,13,8426.789,0.235,-83765.53,27.945,118910074.0,30.0,-4971.117,29.81
Xe,54,65,119,11,8378.441,0.087,-78794.413,10.378,118915410.713,11.141,-6489.361,17.379
Cs,55,64,119,9,8317.334,0.117,-72305.051,13.94,118922377.33,14.965,-7714.965,200.754
Ba,56,63,119,7,8245.928,1.683,-64590.086,200.269,118930659.686,214.997,-9801.0,361.0
La,57,62,119,5,8157.0,3.0,-54790.0,300.0,118941181.0,322.0,-10849.0,583.0
Ce,58,61,119,3,8059.0,4.0,-43940.0,500.0,118952828.0,537.0,,
Tc,43,77,120,34,8087.0,4.0,-35518.0,503.0,119961870.0,540.0,14494.0,643.0
Ru,44,76,120,32,8201.0,3.0,-50012.0,401.0,119946310.0,430.0,8803.0,446.0
Rh,45,75,120,30,8268.0,2.0,-58815.0,196.0,119936860.0,210.0,11466.0,196.0
Pd,46,74,120,28,8357.085,0.019,-70280.05,2.291,119924551.258,2.459,5371.451,5.024
Ag,47,73,120,26,8395.327,0.037,-75651.502,4.471,119918784.767,4.8,8305.853,5.82
Cd,48,72,120,24,8458.023,0.031,-83957.354,3.726,119909868.067,4.0,1771.015,40.183
In,49,71,120,22,8466.262,0.333,-85728.369,40.01,119907966.805,42.952,5370.0,40.0
Sn,50,70,120,20,8504.492,0.007,-91098.369,0.896,119902201.873,0.962,-2680.608,7.14
Sb,51,69,120,18,8475.635,0.06,-88417.761,7.196,119905079.624,7.725,950.226,7.811
Te,52,68,120,16,8477.034,0.026,-89367.987,3.085,119904059.514,3.311,-5615.0,15.0
I,53,67,120,14,8423.722,0.128,-83752.987,15.314,119910087.465,16.44,-1580.563,19.343
